judge,candidate_chosen,candidate_not_chosen
A19KF02ULCISTQ,F3,E3
A19KF02ULCISTQ,F4,E4
A19KF02ULCISTQ,F5,E5
A19KF02ULCISTQ,E1,G1
A19KF02ULCISTQ,G2,E2
A19KF02ULCISTQ,E3,G3
A19KF02ULCISTQ,G4,E4
A19KF02ULCISTQ,E5,G5
A19KF02ULCISTQ,E1,H1
A19KF02ULCISTQ,H2,E2
A19KF02ULCISTQ,H3,E3
A19KF02ULCISTQ,H4,E4
A19KF02ULCISTQ,H5,E5
A19KF02ULCISTQ,F1,G1
A19KF02ULCISTQ,F2,G2
A19KF02ULCISTQ,F3,G3
A19KF02ULCISTQ,F4,G4
A19KF02ULCISTQ,F5,G5
A19KF02ULCISTQ,F1,H1
A19KF02ULCISTQ,F2,H2
A19KF02ULCISTQ,H3,F3
A19KF02ULCISTQ,H4,F4
A19KF02ULCISTQ,H5,F5
A19KF02ULCISTQ,H1,G1
A19KF02ULCISTQ,H2,G2
A19KF02ULCISTQ,H3,G3
A19KF02ULCISTQ,H4,G4
A19KF02ULCISTQ,G5,H5
A21DXSGSWBT3UT,E1,F1
A21DXSGSWBT3UT,F2,E2
A21DXSGSWBT3UT,E3,F3
A21DXSGSWBT3UT,E4,F4
A21DXSGSWBT3UT,E5,F5
A21DXSGSWBT3UT,E1,G1
A21DXSGSWBT3UT,E2,G2
A21DXSGSWBT3UT,E3,G3
A21DXSGSWBT3UT,E4,G4
A21DXSGSWBT3UT,E5,G5
A21DXSGSWBT3UT,H1,E1
A21DXSGSWBT3UT,H2,E2
A21DXSGSWBT3UT,H3,E3
A21DXSGSWBT3UT,H4,E4
A21DXSGSWBT3UT,H5,E5
A21DXSGSWBT3UT,F1,G1
A21DXSGSWBT3UT,F2,G2
A21DXSGSWBT3UT,F3,G3
A21DXSGSWBT3UT,F4,G4
A21DXSGSWBT3UT,F5,G5
A21DXSGSWBT3UT,H1,F1
A21DXSGSWBT3UT,F2,H2
A21DXSGSWBT3UT,H3,F3
A21DXSGSWBT3UT,H4,F4
A21DXSGSWBT3UT,H5,F5
A21DXSGSWBT3UT,H1,G1
A21DXSGSWBT3UT,H2,G2
A21DXSGSWBT3UT,H3,G3
A21DXSGSWBT3UT,H4,G4
A21DXSGSWBT3UT,G5,H5
A23Y6SGE73H4IW,F1,E1
A23Y6SGE73H4IW,F2,E2
A23Y6SGE73H4IW,F3,E3
A23Y6SGE73H4IW,E4,F4
A23Y6SGE73H4IW,F5,E5
A23Y6SGE73H4IW,E1,G1
A23Y6SGE73H4IW,E2,G2
A23Y6SGE73H4IW,E3,G3
A23Y6SGE73H4IW,E4,G4
A23Y6SGE73H4IW,G5,E5
A23Y6SGE73H4IW,E1,H1
A23Y6SGE73H4IW,H2,E2
A23Y6SGE73H4IW,H3,E3
A23Y6SGE73H4IW,H4,E4
A23Y6SGE73H4IW,H5,E5
A23Y6SGE73H4IW,F1,G1
A23Y6SGE73H4IW,F2,G2
A23Y6SGE73H4IW,F3,G3
A23Y6SGE73H4IW,G4,F4
A23Y6SGE73H4IW,G5,F5
A23Y6SGE73H4IW,F1,H1
A23Y6SGE73H4IW,H2,F2
A23Y6SGE73H4IW,F3,H3
A23Y6SGE73H4IW,H4,F4
A23Y6SGE73H4IW,H5,F5
A23Y6SGE73H4IW,H1,G1
A23Y6SGE73H4IW,H2,G2
A23Y6SGE73H4IW,G3,H3
A23Y6SGE73H4IW,H4,G4
A23Y6SGE73H4IW,G5,H5
A27CNO4K5K6V5R,F1,E1
A27CNO4K5K6V5R,F2,E2
A27CNO4K5K6V5R,E3,F3
A27CNO4K5K6V5R,E4,F4
A27CNO4K5K6V5R,E5,F5
A27CNO4K5K6V5R,G1,E1
A27CNO4K5K6V5R,G2,E2
A27CNO4K5K6V5R,G3,E3
A27CNO4K5K6V5R,E4,G4
A27CNO4K5K6V5R,G5,E5
A27CNO4K5K6V5R,H1,E1
A27CNO4K5K6V5R,H2,E2
A27CNO4K5K6V5R,E3,H3
A27CNO4K5K6V5R,E4,H4
A27CNO4K5K6V5R,H5,E5
A27CNO4K5K6V5R,F1,G1
A27CNO4K5K6V5R,G2,F2
A27CNO4K5K6V5R,F3,G3
A27CNO4K5K6V5R,F4,G4
A27CNO4K5K6V5R,F5,G5
A27CNO4K5K6V5R,F1,H1
A27CNO4K5K6V5R,H2,F2
A27CNO4K5K6V5R,F3,H3
A27CNO4K5K6V5R,H4,F4
A27CNO4K5K6V5R,H5,F5
A27CNO4K5K6V5R,G1,H1
A27CNO4K5K6V5R,H2,G2
A27CNO4K5K6V5R,H3,G3
A27CNO4K5K6V5R,G4,H4
A27CNO4K5K6V5R,G5,H5
A2KJE7WCD87K0E,F1,E1
A2KJE7WCD87K0E,F2,E2
A2KJE7WCD87K0E,F3,E3
A2KJE7WCD87K0E,F4,E4
A2KJE7WCD87K0E,E5,F5
A2KJE7WCD87K0E,G1,E1
A2KJE7WCD87K0E,G2,E2
A2KJE7WCD87K0E,E3,G3
A2KJE7WCD87K0E,G4,E4
A2KJE7WCD87K0E,E5,G5
A2KJE7WCD87K0E,H1,E1
A2KJE7WCD87K0E,H2,E2
A2KJE7WCD87K0E,H3,E3
A2KJE7WCD87K0E,H4,E4
A2KJE7WCD87K0E,E5,H5
A2KJE7WCD87K0E,F1,G1
A2KJE7WCD87K0E,F2,G2
A2KJE7WCD87K0E,F3,G3
A2KJE7WCD87K0E,G4,F4
A2KJE7WCD87K0E,G5,F5
A2KJE7WCD87K0E,H1,F1
A2KJE7WCD87K0E,H2,F2
A2KJE7WCD87K0E,F3,H3
A2KJE7WCD87K0E,H4,F4
A2KJE7WCD87K0E,H5,F5
A2KJE7WCD87K0E,H1,G1
A2KJE7WCD87K0E,H2,G2
A2KJE7WCD87K0E,H3,G3
A2KJE7WCD87K0E,G4,H4
A2KJE7WCD87K0E,H5,G5
A2M2UDFQF6PFGP,F1,E1
A2M2UDFQF6PFGP,F2,E2
A2M2UDFQF6PFGP,F3,E3
A2M2UDFQF6PFGP,F4,E4
A2M2UDFQF6PFGP,F5,E5
A2M2UDFQF6PFGP,E1,G1
A2M2UDFQF6PFGP,G2,E2
A2M2UDFQF6PFGP,G3,E3
A2M2UDFQF6PFGP,G4,E4
A2M2UDFQF6PFGP,G5,E5
A2M2UDFQF6PFGP,H1,E1
A2M2UDFQF6PFGP,H2,E2
A2M2UDFQF6PFGP,H3,E3
A2M2UDFQF6PFGP,H4,E4
A2M2UDFQF6PFGP,H5,E5
A2M2UDFQF6PFGP,F1,G1
A2M2UDFQF6PFGP,F2,G2
A2M2UDFQF6PFGP,F3,G3
A2M2UDFQF6PFGP,F4,G4
A2M2UDFQF6PFGP,F5,G5
A2M2UDFQF6PFGP,H1,F1
A2M2UDFQF6PFGP,H2,F2
A2M2UDFQF6PFGP,F3,H3
A2M2UDFQF6PFGP,F4,H4
A2M2UDFQF6PFGP,F5,H5
A2M2UDFQF6PFGP,H1,G1
A2M2UDFQF6PFGP,H2,G2
A2M2UDFQF6PFGP,H3,G3
A2M2UDFQF6PFGP,H4,G4
A2M2UDFQF6PFGP,G5,H5
A2RYN1S6OSO9KX,F1,E1
A2RYN1S6OSO9KX,F2,E2
A2RYN1S6OSO9KX,F3,E3
A2RYN1S6OSO9KX,F4,E4
A2RYN1S6OSO9KX,F5,E5
A2RYN1S6OSO9KX,G1,E1
A2RYN1S6OSO9KX,G2,E2
A2RYN1S6OSO9KX,E3,G3
A2RYN1S6OSO9KX,G4,E4
A2RYN1S6OSO9KX,G5,E5
A2RYN1S6OSO9KX,H1,E1
A2RYN1S6OSO9KX,H2,E2
A2RYN1S6OSO9KX,H3,E3
A2RYN1S6OSO9KX,H4,E4
A2RYN1S6OSO9KX,H5,E5
A2RYN1S6OSO9KX,F1,G1
A2RYN1S6OSO9KX,F2,G2
A2RYN1S6OSO9KX,F3,G3
A2RYN1S6OSO9KX,G4,F4
A2RYN1S6OSO9KX,F5,G5
A2RYN1S6OSO9KX,H1,F1
A2RYN1S6OSO9KX,H2,F2
A2RYN1S6OSO9KX,H3,F3
A2RYN1S6OSO9KX,H4,F4
A2RYN1S6OSO9KX,H5,F5
A2RYN1S6OSO9KX,H1,G1
A2RYN1S6OSO9KX,H2,G2
A2RYN1S6OSO9KX,H3,G3
A2RYN1S6OSO9KX,H4,G4
A2RYN1S6OSO9KX,G5,H5
A2SVIKSS9JTQZY,F1,E1
A2SVIKSS9JTQZY,F2,E2
A2SVIKSS9JTQZY,F3,E3
A2SVIKSS9JTQZY,E4,F4
A2SVIKSS9JTQZY,F5,E5
A2SVIKSS9JTQZY,G1,E1
A2SVIKSS9JTQZY,G2,E2
A2SVIKSS9JTQZY,G3,E3
A2SVIKSS9JTQZY,G4,E4
A2SVIKSS9JTQZY,G5,E5
A2SVIKSS9JTQZY,E1,H1
A2SVIKSS9JTQZY,H2,E2
A2SVIKSS9JTQZY,H3,E3
A2SVIKSS9JTQZY,E4,H4
A2SVIKSS9JTQZY,H5,E5
A2SVIKSS9JTQZY,F1,G1
A2SVIKSS9JTQZY,F2,G2
A2SVIKSS9JTQZY,F3,G3
A2SVIKSS9JTQZY,G4,F4
A2SVIKSS9JTQZY,F5,G5
A2SVIKSS9JTQZY,F1,H1
A2SVIKSS9JTQZY,F2,H2
A2SVIKSS9JTQZY,F3,H3
A2SVIKSS9JTQZY,F4,H4
A2SVIKSS9JTQZY,H5,F5
A2SVIKSS9JTQZY,G1,H1
A2SVIKSS9JTQZY,G2,H2
A2SVIKSS9JTQZY,H3,G3
A2SVIKSS9JTQZY,G4,H4
A2SVIKSS9JTQZY,G5,H5
A35FCLBUROQO2Y,F1,E1
A35FCLBUROQO2Y,F2,E2
A35FCLBUROQO2Y,E3,F3
A35FCLBUROQO2Y,E4,F4
A35FCLBUROQO2Y,F5,E5
A35FCLBUROQO2Y,E1,G1
A35FCLBUROQO2Y,G2,E2
A35FCLBUROQO2Y,G3,E3
A35FCLBUROQO2Y,G4,E4
A35FCLBUROQO2Y,E5,G5
A35FCLBUROQO2Y,E1,H1
A35FCLBUROQO2Y,H2,E2
A35FCLBUROQO2Y,H3,E3
A35FCLBUROQO2Y,H4,E4
A35FCLBUROQO2Y,E5,H5
A35FCLBUROQO2Y,F1,G1
A35FCLBUROQO2Y,F2,G2
A35FCLBUROQO2Y,F3,G3
A35FCLBUROQO2Y,G4,F4
A35FCLBUROQO2Y,F5,G5
A35FCLBUROQO2Y,F1,H1
A35FCLBUROQO2Y,F2,H2
A35FCLBUROQO2Y,F3,H3
A35FCLBUROQO2Y,H4,F4
A35FCLBUROQO2Y,H5,F5
A35FCLBUROQO2Y,H1,G1
A35FCLBUROQO2Y,H2,G2
A35FCLBUROQO2Y,H3,G3
A35FCLBUROQO2Y,H4,G4
A35FCLBUROQO2Y,G5,H5
A36986JXRJMO7H,E1,F1
A36986JXRJMO7H,F2,E2
A36986JXRJMO7H,E3,F3
A36986JXRJMO7H,F4,E4
A36986JXRJMO7H,E5,F5
A36986JXRJMO7H,E1,G1
A36986JXRJMO7H,E2,G2
A36986JXRJMO7H,E3,G3
A36986JXRJMO7H,E4,G4
A36986JXRJMO7H,G5,E5
A36986JXRJMO7H,E1,H1
A36986JXRJMO7H,E2,H2
A36986JXRJMO7H,H3,E3
A36986JXRJMO7H,H4,E4
A36986JXRJMO7H,H5,E5
A36986JXRJMO7H,G1,F1
A36986JXRJMO7H,F2,G2
A36986JXRJMO7H,F3,G3
A36986JXRJMO7H,F4,G4
A36986JXRJMO7H,G5,F5
A36986JXRJMO7H,H1,F1
A36986JXRJMO7H,F2,H2
A36986JXRJMO7H,H3,F3
A36986JXRJMO7H,F4,H4
A36986JXRJMO7H,H5,F5
A36986JXRJMO7H,H1,G1
A36986JXRJMO7H,H2,G2
A36986JXRJMO7H,H3,G3
A36986JXRJMO7H,H4,G4
A36986JXRJMO7H,G5,H5
A3O0FLHVVH2HFT,E1,F1
A3O0FLHVVH2HFT,F2,E2
A3O0FLHVVH2HFT,F3,E3
A3O0FLHVVH2HFT,E4,F4
A3O0FLHVVH2HFT,F5,E5
A3O0FLHVVH2HFT,E1,G1
A3O0FLHVVH2HFT,G2,E2
A3O0FLHVVH2HFT,G3,E3
A3O0FLHVVH2HFT,E4,G4
A3O0FLHVVH2HFT,G5,E5
A3O0FLHVVH2HFT,H1,E1
A3O0FLHVVH2HFT,H2,E2
A3O0FLHVVH2HFT,H3,E3
A3O0FLHVVH2HFT,H4,E4
A3O0FLHVVH2HFT,H5,E5
A3O0FLHVVH2HFT,F1,G1
A3O0FLHVVH2HFT,F2,G2
A3O0FLHVVH2HFT,F3,G3
A3O0FLHVVH2HFT,G4,F4
A3O0FLHVVH2HFT,F5,G5
A3O0FLHVVH2HFT,H1,F1
A3O0FLHVVH2HFT,H2,F2
A3O0FLHVVH2HFT,H3,F3
A3O0FLHVVH2HFT,H4,F4
A3O0FLHVVH2HFT,H5,F5
A3O0FLHVVH2HFT,H1,G1
A3O0FLHVVH2HFT,H2,G2
A3O0FLHVVH2HFT,H3,G3
A3O0FLHVVH2HFT,H4,G4
A3O0FLHVVH2HFT,G5,H5
A3TYT34E6ENOZZ,F1,E1
A3TYT34E6ENOZZ,F2,E2
A3TYT34E6ENOZZ,F3,E3
A3TYT34E6ENOZZ,F4,E4
A3TYT34E6ENOZZ,E5,F5
A3TYT34E6ENOZZ,E1,G1
A3TYT34E6ENOZZ,G2,E2
A3TYT34E6ENOZZ,E3,G3
A3TYT34E6ENOZZ,G4,E4
A3TYT34E6ENOZZ,G5,E5
A3TYT34E6ENOZZ,E1,H1
A3TYT34E6ENOZZ,E2,H2
A3TYT34E6ENOZZ,E3,H3
A3TYT34E6ENOZZ,E4,H4
A3TYT34E6ENOZZ,E5,H5
A3TYT34E6ENOZZ,G1,F1
A3TYT34E6ENOZZ,F2,G2
A3TYT34E6ENOZZ,F3,G3
A3TYT34E6ENOZZ,F4,G4
A3TYT34E6ENOZZ,F5,G5
A3TYT34E6ENOZZ,F1,H1
A3TYT34E6ENOZZ,H2,F2
A3TYT34E6ENOZZ,F3,H3
A3TYT34E6ENOZZ,F4,H4
A3TYT34E6ENOZZ,H5,F5
A3TYT34E6ENOZZ,G1,H1
A3TYT34E6ENOZZ,G2,H2
A3TYT34E6ENOZZ,H3,G3
A3TYT34E6ENOZZ,G4,H4
A3TYT34E6ENOZZ,H5,G5
A5BMKZRGHNSRT,E1,F1
A5BMKZRGHNSRT,E2,F2
A5BMKZRGHNSRT,E3,F3
A5BMKZRGHNSRT,E4,F4
A5BMKZRGHNSRT,F5,E5
A5BMKZRGHNSRT,E1,G1
A5BMKZRGHNSRT,G2,E2
A5BMKZRGHNSRT,E3,G3
A5BMKZRGHNSRT,E4,G4
A5BMKZRGHNSRT,G5,E5
A5BMKZRGHNSRT,E1,H1
A5BMKZRGHNSRT,E2,H2
A5BMKZRGHNSRT,E3,H3
A5BMKZRGHNSRT,E4,H4
A5BMKZRGHNSRT,H5,E5
A5BMKZRGHNSRT,F1,G1
A5BMKZRGHNSRT,F2,G2
A5BMKZRGHNSRT,F3,G3
A5BMKZRGHNSRT,F4,G4
A5BMKZRGHNSRT,F5,G5
A5BMKZRGHNSRT,H1,F1
A5BMKZRGHNSRT,H2,F2
A5BMKZRGHNSRT,F3,H3
A5BMKZRGHNSRT,F4,H4
A5BMKZRGHNSRT,H5,F5
A5BMKZRGHNSRT,H1,G1
A5BMKZRGHNSRT,H2,G2
A5BMKZRGHNSRT,H3,G3
A5BMKZRGHNSRT,G4,H4
A5BMKZRGHNSRT,G5,H5
AMX1C6N0OHJDZ,E1,F1
AMX1C6N0OHJDZ,E2,F2
AMX1C6N0OHJDZ,F3,E3
AMX1C6N0OHJDZ,E4,F4
AMX1C6N0OHJDZ,F5,E5
AMX1C6N0OHJDZ,E1,G1
AMX1C6N0OHJDZ,E2,G2
AMX1C6N0OHJDZ,G3,E3
AMX1C6N0OHJDZ,G4,E4
AMX1C6N0OHJDZ,G5,E5
AMX1C6N0OHJDZ,H1,E1
AMX1C6N0OHJDZ,E2,H2
AMX1C6N0OHJDZ,H3,E3
AMX1C6N0OHJDZ,H4,E4
AMX1C6N0OHJDZ,E5,H5
AMX1C6N0OHJDZ,F1,G1
AMX1C6N0OHJDZ,F2,G2
AMX1C6N0OHJDZ,F3,G3
AMX1C6N0OHJDZ,F4,G4
AMX1C6N0OHJDZ,F5,G5
AMX1C6N0OHJDZ,F1,H1
AMX1C6N0OHJDZ,F2,H2
AMX1C6N0OHJDZ,H3,F3
AMX1C6N0OHJDZ,H4,F4
AMX1C6N0OHJDZ,F5,H5
AMX1C6N0OHJDZ,H1,G1
AMX1C6N0OHJDZ,H2,G2
AMX1C6N0OHJDZ,H3,G3
AMX1C6N0OHJDZ,H4,G4
AMX1C6N0OHJDZ,G5,H5
AOLE6YAPCVY1Z,F1,E1
AOLE6YAPCVY1Z,F2,E2
AOLE6YAPCVY1Z,E3,F3
AOLE6YAPCVY1Z,E4,F4
AOLE6YAPCVY1Z,F5,E5
AOLE6YAPCVY1Z,E1,G1
AOLE6YAPCVY1Z,G2,E2
AOLE6YAPCVY1Z,G3,E3
AOLE6YAPCVY1Z,E4,G4
AOLE6YAPCVY1Z,G5,E5
AOLE6YAPCVY1Z,H1,E1
AOLE6YAPCVY1Z,H2,E2
AOLE6YAPCVY1Z,H3,E3
AOLE6YAPCVY1Z,E4,H4
AOLE6YAPCVY1Z,H5,E5
AOLE6YAPCVY1Z,F1,G1
AOLE6YAPCVY1Z,G2,F2
AOLE6YAPCVY1Z,G3,F3
AOLE6YAPCVY1Z,F4,G4
AOLE6YAPCVY1Z,F5,G5
AOLE6YAPCVY1Z,F1,H1
AOLE6YAPCVY1Z,H2,F2
AOLE6YAPCVY1Z,H3,F3
AOLE6YAPCVY1Z,F4,H4
AOLE6YAPCVY1Z,H5,F5
AOLE6YAPCVY1Z,H1,G1
AOLE6YAPCVY1Z,H2,G2
AOLE6YAPCVY1Z,H3,G3
AOLE6YAPCVY1Z,H4,G4
AOLE6YAPCVY1Z,G5,H5
AOZEFNB3Y89E0,E1,F1
AOZEFNB3Y89E0,F2,E2
AOZEFNB3Y89E0,E3,F3
AOZEFNB3Y89E0,E4,F4
AOZEFNB3Y89E0,E5,F5
AOZEFNB3Y89E0,E1,G1
AOZEFNB3Y89E0,E2,G2
AOZEFNB3Y89E0,G3,E3
AOZEFNB3Y89E0,G4,E4
AOZEFNB3Y89E0,E5,G5
AOZEFNB3Y89E0,E1,H1
AOZEFNB3Y89E0,H2,E2
AOZEFNB3Y89E0,H3,E3
AOZEFNB3Y89E0,H4,E4
AOZEFNB3Y89E0,E5,H5
AOZEFNB3Y89E0,F1,G1
AOZEFNB3Y89E0,F2,G2
AOZEFNB3Y89E0,F3,G3
AOZEFNB3Y89E0,G4,F4
AOZEFNB3Y89E0,F5,G5
AOZEFNB3Y89E0,H1,F1
AOZEFNB3Y89E0,F2,H2
AOZEFNB3Y89E0,H3,F3
AOZEFNB3Y89E0,H4,F4
AOZEFNB3Y89E0,F5,H5
AOZEFNB3Y89E0,H1,G1
AOZEFNB3Y89E0,H2,G2
AOZEFNB3Y89E0,H3,G3
AOZEFNB3Y89E0,H4,G4
AOZEFNB3Y89E0,G5,H5
AQ70TOUEYR6LI,F1,E1
AQ70TOUEYR6LI,F2,E2
AQ70TOUEYR6LI,F3,E3
AQ70TOUEYR6LI,E4,F4
AQ70TOUEYR6LI,F5,E5
AQ70TOUEYR6LI,E1,G1
AQ70TOUEYR6LI,E2,G2
AQ70TOUEYR6LI,G3,E3
AQ70TOUEYR6LI,E4,G4
AQ70TOUEYR6LI,G5,E5
AQ70TOUEYR6LI,E1,H1
AQ70TOUEYR6LI,H2,E2
AQ70TOUEYR6LI,H3,E3
AQ70TOUEYR6LI,E4,H4
AQ70TOUEYR6LI,E5,H5
AQ70TOUEYR6LI,F1,G1
AQ70TOUEYR6LI,F2,G2
AQ70TOUEYR6LI,F3,G3
AQ70TOUEYR6LI,F4,G4
AQ70TOUEYR6LI,F5,G5
AQ70TOUEYR6LI,F1,H1
AQ70TOUEYR6LI,H2,F2
AQ70TOUEYR6LI,F3,H3
AQ70TOUEYR6LI,H4,F4
AQ70TOUEYR6LI,F5,H5
AQ70TOUEYR6LI,H1,G1
AQ70TOUEYR6LI,H2,G2
AQ70TOUEYR6LI,H3,G3
AQ70TOUEYR6LI,H4,G4
AQ70TOUEYR6LI,G5,H5
AT3C00TKZK13L,E1,F1
AT3C00TKZK13L,F2,E2
AT3C00TKZK13L,F3,E3
AT3C00TKZK13L,F4,E4
AT3C00TKZK13L,F5,E5
AT3C00TKZK13L,G1,E1
AT3C00TKZK13L,G2,E2
AT3C00TKZK13L,G3,E3
AT3C00TKZK13L,G4,E4
AT3C00TKZK13L,G5,E5
AT3C00TKZK13L,H1,E1
AT3C00TKZK13L,E2,H2
AT3C00TKZK13L,H3,E3
AT3C00TKZK13L,H4,E4
AT3C00TKZK13L,H5,E5
AT3C00TKZK13L,G1,F1
AT3C00TKZK13L,F2,G2
AT3C00TKZK13L,F3,G3
AT3C00TKZK13L,G4,F4
AT3C00TKZK13L,F5,G5
AT3C00TKZK13L,H1,F1
AT3C00TKZK13L,H2,F2
AT3C00TKZK13L,F3,H3
AT3C00TKZK13L,F4,H4
AT3C00TKZK13L,H5,F5
AT3C00TKZK13L,G1,H1
AT3C00TKZK13L,H2,G2
AT3C00TKZK13L,H3,G3
AT3C00TKZK13L,G4,H4
AT3C00TKZK13L,H5,G5
A1159EV0HX7QLZ,E1,F1
A1159EV0HX7QLZ,F2,E2
A1159EV0HX7QLZ,E3,F3
A1159EV0HX7QLZ,E4,F4
A1159EV0HX7QLZ,E5,F5
A1159EV0HX7QLZ,E1,G1
A1159EV0HX7QLZ,G2,E2
A1159EV0HX7QLZ,E3,G3
A1159EV0HX7QLZ,E4,G4
A1159EV0HX7QLZ,E5,G5
A1159EV0HX7QLZ,E1,H1
A1159EV0HX7QLZ,H2,E2
A1159EV0HX7QLZ,H3,E3
A1159EV0HX7QLZ,E4,H4
A1159EV0HX7QLZ,E5,H5
A1159EV0HX7QLZ,F1,G1
A1159EV0HX7QLZ,G2,F2
A1159EV0HX7QLZ,G3,F3
A1159EV0HX7QLZ,F4,G4
A1159EV0HX7QLZ,F5,G5
A1159EV0HX7QLZ,H1,F1
A1159EV0HX7QLZ,H2,F2
A1159EV0HX7QLZ,H3,F3
A1159EV0HX7QLZ,H4,F4
A1159EV0HX7QLZ,H5,F5
A1159EV0HX7QLZ,H1,G1
A1159EV0HX7QLZ,H2,G2
A1159EV0HX7QLZ,H3,G3
A1159EV0HX7QLZ,H4,G4
A1159EV0HX7QLZ,G5,H5
A19C9CH8D9IL5O,E1,F1
A19C9CH8D9IL5O,E2,F2
A19C9CH8D9IL5O,F3,E3
A19C9CH8D9IL5O,E4,F4
A19C9CH8D9IL5O,F5,E5
A19C9CH8D9IL5O,E1,G1
A19C9CH8D9IL5O,E2,G2
A19C9CH8D9IL5O,E3,G3
A19C9CH8D9IL5O,E4,G4
A19C9CH8D9IL5O,E5,G5
A19C9CH8D9IL5O,H1,E1
A19C9CH8D9IL5O,H2,E2
A19C9CH8D9IL5O,E3,H3
A19C9CH8D9IL5O,E4,H4
A19C9CH8D9IL5O,H5,E5
A19C9CH8D9IL5O,G1,F1
A19C9CH8D9IL5O,F2,G2
A19C9CH8D9IL5O,F3,G3
A19C9CH8D9IL5O,G4,F4
A19C9CH8D9IL5O,F5,G5
A19C9CH8D9IL5O,H1,F1
A19C9CH8D9IL5O,H2,F2
A19C9CH8D9IL5O,F3,H3
A19C9CH8D9IL5O,H4,F4
A19C9CH8D9IL5O,H5,F5
A19C9CH8D9IL5O,H1,G1
A19C9CH8D9IL5O,H2,G2
A19C9CH8D9IL5O,H3,G3
A19C9CH8D9IL5O,H4,G4
A19C9CH8D9IL5O,G5,H5
A19KF02ULCISTQ,F1,E1
A19KF02ULCISTQ,E2,F2
A19KF02ULCISTQ,F3,E3
A19KF02ULCISTQ,E4,F4
A19KF02ULCISTQ,E5,F5
A19KF02ULCISTQ,E1,G1
A19KF02ULCISTQ,E2,G2
A19KF02ULCISTQ,E3,G3
A19KF02ULCISTQ,E4,G4
A19KF02ULCISTQ,E5,G5
A19KF02ULCISTQ,E1,H1
A19KF02ULCISTQ,H2,E2
A19KF02ULCISTQ,E3,H3
A19KF02ULCISTQ,E4,H4
A19KF02ULCISTQ,E5,H5
A19KF02ULCISTQ,F1,G1
A19KF02ULCISTQ,G2,F2
A19KF02ULCISTQ,F3,G3
A19KF02ULCISTQ,F4,G4
A19KF02ULCISTQ,F5,G5
A19KF02ULCISTQ,F1,H1
A19KF02ULCISTQ,H2,F2
A19KF02ULCISTQ,H3,F3
A19KF02ULCISTQ,H4,F4
A19KF02ULCISTQ,F5,H5
A19KF02ULCISTQ,H1,G1
A19KF02ULCISTQ,H2,G2
A19KF02ULCISTQ,H3,G3
A19KF02ULCISTQ,H4,G4
A19KF02ULCISTQ,G5,H5
A1K9IEWJZCN94V,F1,E1
A1K9IEWJZCN94V,E2,F2
A1K9IEWJZCN94V,E3,F3
A1K9IEWJZCN94V,F4,E4
A1K9IEWJZCN94V,E5,F5
A1K9IEWJZCN94V,E1,G1
A1K9IEWJZCN94V,E2,G2
A1K9IEWJZCN94V,G3,E3
A1K9IEWJZCN94V,G4,E4
